EventTime,Symbol,aggTradeID,price,quantity,bidderMaker,priceTimesQuantity,cml_vol,sig,cml_bid
1633760929097,BTCUSDT,946974188,54995.1,0.02529,False,1390.826079,239745.92467760007,1,42
1633760929097,BTCUSDT,946974189,54999.18,0.24603,False,13531.4482554,253277.3729330001,1,43
1633760929204,BTCUSDT,946974190,55000.11,0.01499,False,824.4516489,254101.8245819001,1,44
1633760929206,BTCUSDT,946974191,55000.1,0.002,True,-110.0002,253991.82438190005,-1,43
1633760929322,BTCUSDT,946974192,55000.11,0.00018,False,9.9000198,254001.72440170005,1,44
1633760929335,BTCUSDT,946974193,55000.11,0.86016,False,47308.8946176,301310.61901930004,1,45
1633760929337,BTCUSDT,946974194,55000.11,0.00018,False,9.9000198,301320.51903910004,1,46
1633760929339,BTCUSDT,946974195,55006.38,0.29025,False,15965.601795,317286.12083410006,1,47
1633760929344,BTCUSDT,946974196,55005.63,0.03193,False,1756.3297659,319042.45060000004,1,48
1633760929344,BTCUSDT,946974197,55005.63,0.03,False,1650.1689,320692.61950000003,1,49
1633760929345,BTCUSDT,946974198,55005.63,0.18807,False,10344.9088341,331037.52833410003,1,50
1633760929345,BTCUSDT,946974199,55006.39,0.12443,False,6844.445107699999,337881.97344180004,1,51
1633760929350,BTCUSDT,946974200,55007.4,0.01816,False,998.934384,338880.90782580007,1,52
1633760929350,BTCUSDT,946974201,55007.41,0.01184,False,651.2877344,339532.1955602001,1,53
1633760929351,BTCUSDT,946974202,55007.41,0.1613,False,8872.695233,348404.89079320006,1,54
1633760929351,BTCUSDT,946974203,55008.73,0.02,False,1100.1746,349505.0653932001,1,55
1633760929351,BTCUSDT,946974204,55009.39,0.03741,False,2057.9012799,351562.9666731001,1,56
1633760929351,BTCUSDT,946974205,55010.0,0.02,False,1100.2,352663.1666731001,1,57
1633760929351,BTCUSDT,946974206,55010.81,0.04929,False,2711.4828249,355374.6494980001,1,58
1633760929353,BTCUSDT,946974207,55010.81,0.01442,False,793.2558802,356167.9053782001,1,59
1633760929353,BTCUSDT,946974208,55011.0,0.01558,False,857.07138,357024.9767582001,1,60
1633760929361,BTCUSDT,946974209,55011.0,0.00442,False,243.14862,357268.1253782001,1,61
1633760929361,BTCUSDT,946974210,55011.64,0.07093,False,3901.9756252,361170.1010034001,1,62
1633760929372,BTCUSDT,946974211,55013.0,0.04,False,2200.52,363370.6210034001,1,63
1633760929372,BTCUSDT,946974212,55013.29,0.00822,False,452.2092438,363822.83024720015,1,64
1633760929372,BTCUSDT,946974213,55014.0,0.04,False,2200.56,366023.39024720015,1,65
1633760929372,BTCUSDT,946974214,55014.11,0.13636,False,7501.724039600001,373525.11428680015,1,66
1633760929372,BTCUSDT,946974215,55014.46,0.02,False,1100.2892,374625.40348680015,1,67
1633760929380,BTCUSDT,946974216,55015.0,0.04,False,2200.6,376826.0034868001,1,68
1633760929380,BTCUSDT,946974217,55016.0,0.04,False,2200.64,379026.64348680014,1,69
1633760929380,BTCUSDT,946974218,55017.0,0.08,False,4401.36,383428.0034868001,1,70
1633760929404,BTCUSDT,946974219,55019.41,0.00755,False,415.39654550000006,383843.40003230015,1,71
1633760929406,BTCUSDT,946974220,55019.41,0.00755,False,415.39654550000006,384258.7965778002,1,72
1633760929408,BTCUSDT,946974221,55019.41,0.00306,False,168.3593946,384427.15597240016,1,73
1633760929408,BTCUSDT,946974222,55020.0,0.29566,False,16267.213199999998,400694.36917240015,1,74
1633760929408,BTCUSDT,946974223,55020.0,0.11867,False,6529.2234,407223.5925724002,1,75
1633760929412,BTCUSDT,946974224,55020.0,0.00755,False,415.401,407638.9935724002,1,76
1633760929415,BTCUSDT,946974225,55020.0,0.13819,False,7603.2138,415242.2073724002,1,77
1633760929420,BTCUSDT,946974226,55021.0,0.01545,False,850.07445,416092.2818224002,1,78
1633760929425,BTCUSDT,946974227,55021.0,0.01979,False,1088.86559,417181.1474124002,1,79
1633760929426,BTCUSDT,946974228,55021.0,0.01336,False,735.08056,417916.2279724002,1,80
1633760929431,BTCUSDT,946974229,55020.0,0.08,False,4401.6,422317.8279724002,1,81
1633760929432,BTCUSDT,946974230,55020.0,0.85,False,46767.0,469084.8279724002,1,82
1633760929433,BTCUSDT,946974231,55021.0,0.0314,False,1727.6593999999998,470812.4873724002,1,83
1633760929449,BTCUSDT,946974232,55025.53,0.00257,False,141.41561209999998,470953.90298450016,1,84
1633760929478,BTCUSDT,946974233,55028.63,0.1818,False,10004.204934,480958.10791850014,1,85
1633760929478,BTCUSDT,946974234,55029.72,0.10641,False,5855.7125052,486813.82042370015,1,86
1633760929495,BTCUSDT,946974235,55031.02,0.14434,False,7943.177426799999,494756.99785050016,1,87
1633760929496,BTCUSDT,946974236,55031.02,0.006,False,330.18612,495087.1839705002,1,88
1633760929529,BTCUSDT,946974237,55036.3,0.007,False,385.2541000000001,495472.4380705002,1,89
1633760929588,BTCUSDT,946974238,55036.29,0.01312,True,-722.0761248,494750.3619457002,-1,88
1633760929745,BTCUSDT,946974239,55036.29,0.00331,True,-182.1701199,494568.19182580017,-1,87
1633760929760,BTCUSDT,946974240,55036.29,0.00061,True,-33.5721369,494534.6196889002,-1,86
1633760929883,BTCUSDT,946974241,55036.29,0.01731,True,-952.6781799,493581.9415090002,-1,85
1633760929966,BTCUSDT,946974242,55036.3,0.05069,False,2789.790047,496371.7315560002,1,86
1633760929966,BTCUSDT,946974243,55040.03,0.00182,False,100.1728546,496471.9044106002,1,87
1633760929966,BTCUSDT,946974244,55045.5,0.0117,False,644.0323500000001,497115.9367606002,1,88
1633760929974,BTCUSDT,946974245,55036.29,0.00542,True,-298.2966918,496817.6400688002,-1,87
1633760930027,BTCUSDT,946974246,55040.02,0.0078,True,-429.312156,496388.3279128002,-1,86
1633760930074,BTCUSDT,946974247,55040.02,0.0022,True,-121.088044,496267.2398688002,-1,85
1633760930076,BTCUSDT,946974248,55040.02,0.01241,True,-683.0466481999999,495584.1932206002,-1,84
1633760930093,BTCUSDT,946974249,55040.02,0.0056,True,-308.224112,495275.96910860017,-1,83
1633760930104,BTCUSDT,946974250,55037.15,0.05202,True,-2863.032543,492412.93656560016,-1,82
1633760930104,BTCUSDT,946974251,55036.94,0.09004,True,-4955.5260776,487457.41048800014,-1,81
1633760930120,BTCUSDT,946974252,55037.15,0.05,True,-2751.8575,484705.55298800016,-1,80
1633760930122,BTCUSDT,946974253,55037.15,0.16,True,-8805.944000000001,475899.60898800014,-1,79
1633760930125,BTCUSDT,946974254,55037.15,0.00322,True,-177.219623,475722.3893650001,-1,78
1633760930126,BTCUSDT,946974255,55037.15,0.15508,True,-8535.161222,467187.2281430001,-1,77
1633760930126,BTCUSDT,946974256,55037.15,0.07,True,-3852.600500000001,463334.6276430001,-1,76
1633760930128,BTCUSDT,946974257,55037.15,0.01772,True,-975.258298,462359.3693450001,-1,75
1633760930138,BTCUSDT,946974258,55037.15,0.01772,True,-975.258298,461384.11104700016,-1,74
1633760930148,BTCUSDT,946974259,55031.7,0.01738,True,-956.450946,460427.66010100016,-1,73
1633760930168,BTCUSDT,946974260,55031.69,0.00542,True,-298.27175980000004,460129.3883412002,-1,72
1633760930222,BTCUSDT,946974261,55035.17,0.01499,False,824.9771982999999,460954.3655395002,1,73
1633760930292,BTCUSDT,946974262,55032.04,0.06203,True,-3413.6374412,457540.7280983002,-1,72
1633760930323,BTCUSDT,946974263,55032.04,0.036,True,-1981.15344,455559.5746583002,-1,71
1633760930325,BTCUSDT,946974264,55032.04,0.0003,True,-16.509611999999997,455543.0650463002,-1,70
1633760930325,BTCUSDT,946974265,55031.77,0.011,True,-605.3494699999999,454937.71557630016,-1,69
1633760930325,BTCUSDT,946974266,55031.69,0.06545,True,-3601.8241105,451335.8914658002,-1,68
1633760930359,BTCUSDT,946974267,55031.22,0.03313,False,1823.1843186,453159.07578440016,1,69
1633760930372,BTCUSDT,946974268,55031.7,0.08687,True,-4780.603779,448378.47200540017,-1,68
1633760930375,BTCUSDT,946974269,55022.54,0.00047,True,-25.8605938,448352.61141160014,-1,67
1633760930382,BTCUSDT,946974270,55022.54,0.00542,True,-298.2221668,448054.38924480014,-1,66
1633760930466,BTCUSDT,946974271,55022.54,0.1,False,5502.254000000001,453556.64324480016,1,67
1633760930532,BTCUSDT,946974272,55022.09,0.0005,True,-27.511045,453529.13219980017,-1,66
1633760930568,BTCUSDT,946974273,55022.09,0.00099,True,-54.4718691,453474.66033070016,-1,65
1633760930606,BTCUSDT,946974274,55022.09,0.0151,True,-830.8335589999999,452643.8267717002,-1,64
1633760930647,BTCUSDT,946974275,55022.09,0.0151,True,-830.8335589999999,451812.9932127002,-1,63
1633760930665,BTCUSDT,946974276,55022.09,0.0054,True,-297.119286,451515.8739267002,-1,62
1633760930675,BTCUSDT,946974277,55022.09,0.0054,True,-297.119286,451218.7546407002,-1,61
1633760930708,BTCUSDT,946974278,55019.61,0.00031,False,17.0560791,451235.8107198002,1,62
1633760930717,BTCUSDT,946974279,55019.61,0.00636,False,349.9247196,451585.73543940025,1,63
1633760930957,BTCUSDT,946974280,55014.37,0.00624,True,-343.2896688,451242.4457706002,-1,62
1633760931096,BTCUSDT,946974281,55014.38,0.012,False,660.17256,451902.6183306002,1,63
1633760931096,BTCUSDT,946974282,55019.59,0.01162,False,639.3276357999999,452541.9459664002,1,64
1633760931096,BTCUSDT,946974283,55019.61,0.01267,False,697.0984587,453239.0444251002,1,65
1633760931232,BTCUSDT,946974284,55019.61,0.01499,False,824.7439539,454063.7883790002,1,66
1633760931243,BTCUSDT,946974285,55019.6,0.00863,True,-474.819148,453588.9692310002,-1,65
1633760931318,BTCUSDT,946974286,55019.61,0.00439,False,241.5360879,453830.5053189002,1,66
1633760931611,BTCUSDT,946974287,55019.61,0.02435,False,1339.7275035,455170.2328224002,1,67
1633760931763,BTCUSDT,946974288,55019.6,0.05041,True,-2773.538036,452396.6947864002,-1,66
1633760931768,BTCUSDT,946974289,55019.61,0.20017,False,11013.2753337,463409.97012010025,1,67
1633760931774,BTCUSDT,946974290,55014.37,0.00078,True,-42.9112086,463367.05891150027,-1,66
1633760931840,BTCUSDT,946974291,55012.44,0.00183,False,100.6727652,463467.7316767003,1,67
1633760931952,BTCUSDT,946974292,55012.43,0.00019,True,-10.4523617,463457.2793150003,-1,66
1633760932055,BTCUSDT,946974293,55012.44,0.00844,False,464.3049936,463921.5843086003,1,67
1633760932235,BTCUSDT,946974294,55012.44,0.01499,False,824.6364756,464746.2207842003,1,68
1633760932256,BTCUSDT,946974295,55012.43,0.01981,True,-1089.7962383,463656.4245459003,-1,67
1633760932278,BTCUSDT,946974296,55011.37,0.00909,False,500.0533533000001,464156.47789920034,1,68
1633760932407,BTCUSDT,946974297,55011.36,0.015,True,-825.1704,463331.30749920034,-1,67
1633760932541,BTCUSDT,946974298,55010.17,0.02,True,-1100.2034,462231.10409920034,-1,66
1633760932560,BTCUSDT,946974299,55008.97,0.006,True,-330.05382000000003,461901.0502792004,-1,65
1633760932620,BTCUSDT,946974300,55007.35,0.00731,True,-402.1037285,461498.9465507004,-1,64
1633760932732,BTCUSDT,946974301,55007.35,0.00116,True,-63.808526,461435.13802470034,-1,63
1633760932744,BTCUSDT,946974302,55007.36,0.00092,False,50.6067712,461485.7447959004,1,64
1633760932920,BTCUSDT,946974303,55007.36,0.00475,False,261.28496,461747.0297559004,1,65
1633760932937,BTCUSDT,946974304,55007.35,0.00365,True,-200.7768275,461546.2529284004,-1,64
1633760932970,BTCUSDT,946974305,55007.35,0.00116,True,-63.808526,461482.4444024004,-1,63
1633760933099,BTCUSDT,946974306,55007.36,0.00363,False,199.6767168,461682.1211192004,1,64
1633760933212,BTCUSDT,946974307,55007.35,0.00116,True,-63.808526,461618.3125932004,-1,63
1633760933237,BTCUSDT,946974308,55007.36,0.01499,False,824.5603264,462442.87291960034,1,64
1633760933278,BTCUSDT,946974309,55007.35,0.00114,True,-62.708379,462380.1645406003,-1,63
1633760933469,BTCUSDT,946974310,55007.36,0.00316,False,173.8232576,462553.98779820034,1,64
1633760933489,BTCUSDT,946974311,55007.35,0.00116,True,-63.808526,462490.17927220033,-1,63
1633760933588,BTCUSDT,946974312,55007.35,0.03325,True,-1828.9943875,460661.18488470034,-1,62
1633760933588,BTCUSDT,946974313,55007.0,0.02,True,-1100.14,459561.0448847003,-1,61
1633760933588,BTCUSDT,946974314,55006.09,0.00983,True,-540.7098647,459020.3350200004,-1,60
1633760933588,BTCUSDT,946974315,55006.08,0.02,True,-1100.1216000000002,457920.21342000033,-1,59
1633760933588,BTCUSDT,946974316,55006.01,0.0079,True,-434.54747900000007,457485.66594100033,-1,58
1633760933588,BTCUSDT,946974317,55004.21,0.01436,True,-789.8604555999999,456695.8054854003,-1,57
1633760933588,BTCUSDT,946974318,55004.2,0.00401,True,-220.566842,456475.2386434003,-1,56
1633760933615,BTCUSDT,946974319,55004.2,0.03599,True,-1979.601158,454495.6374854003,-1,55
1633760933615,BTCUSDT,946974320,55003.16,0.00087,True,-47.852749200000005,454447.7847362003,-1,54
1633760933615,BTCUSDT,946974321,55003.01,0.01615,True,-888.2986115000001,453559.4861247003,-1,53
1633760933615,BTCUSDT,946974322,55003.0,0.04,True,-2200.12,451359.3661247003,-1,52
1633760933615,BTCUSDT,946974323,55002.93,0.00592,True,-325.6173456,451033.7487791003,-1,51
1633760933615,BTCUSDT,946974324,55001.73,0.04,True,-2200.0692000000004,448833.6795791003,-1,50
1633760933615,BTCUSDT,946974325,55001.42,0.00158,True,-86.9022436,448746.7773355003,-1,49
1633760933615,BTCUSDT,946974326,55000.2,0.45353,True,-24944.240706,423802.5366295003,-1,48
1633760933741,BTCUSDT,946974327,55000.21,0.00116,True,-63.8002436,423738.7363859003,-1,47
1633760933757,BTCUSDT,946974328,55000.22,0.03794,False,2086.7083468,425825.4447327003,1,48
1633760933765,BTCUSDT,946974329,55000.22,0.00039,False,21.4500858,425846.8948185003,1,49
1633760933811,BTCUSDT,946974330,55000.21,0.00238,True,-130.9004998,425715.99431870034,-1,48
1633760933860,BTCUSDT,946974331,55000.21,0.0008,True,-44.000168,425671.99415070034,-1,47
1633760933953,BTCUSDT,946974332,55000.21,0.00162,True,-89.10034019999999,425582.89381050033,-1,46
1633760934001,BTCUSDT,946974333,55000.21,0.00116,True,-63.8002436,425519.0935669004,-1,45
1633760934115,BTCUSDT,946974334,55000.22,0.00045,False,24.750099,425543.8436659004,1,46
1633760934153,BTCUSDT,946974335,55000.21,0.042,True,-2310.00882,423233.8348459004,-1,45
1633760934263,BTCUSDT,946974336,55000.21,0.00031,True,-17.0500651,423216.78478080034,-1,44
1633760934298,BTCUSDT,946974337,55000.21,0.00116,True,-63.8002436,423152.9845372004,-1,43
1633760934349,BTCUSDT,946974338,55000.21,0.02,True,-1100.0042,422052.98033720034,-1,42
1633760934356,BTCUSDT,946974339,55000.21,0.034,True,-1870.00714,420182.97319720034,-1,41
1633760934418,BTCUSDT,946974340,55000.22,0.00189,False,103.9504158,420286.9236130003,1,42
1633760934466,BTCUSDT,946974341,55000.0,0.004,True,-220.0,420066.9236130003,-1,41
1633760934466,BTCUSDT,946974342,55000.0,0.054,True,-2970.0,417096.9236130003,-1,40
1633760934546,BTCUSDT,946974343,55000.0,0.001,True,-55.0,417041.9236130003,-1,39
1633760934562,BTCUSDT,946974344,55000.0,0.00116,True,-63.8,416978.1236130003,-1,38
1633760934599,BTCUSDT,946974345,55000.01,0.00087,False,47.8500087,417025.9736217003,1,39
1633760934672,BTCUSDT,946974346,55000.0,0.56451,True,-31048.05,385977.9236217003,-1,38
1633760934694,BTCUSDT,946974347,55000.0,0.07588,True,-4173.400000000001,381804.5236217003,-1,37
1633760934694,BTCUSDT,946974348,55000.0,0.011,True,-605.0,381199.5236217003,-1,36
1633760934698,BTCUSDT,946974349,55000.0,0.16789,True,-9233.95,371965.5736217003,-1,35
1633760934702,BTCUSDT,946974350,55000.0,0.13146,True,-7230.299999999999,364735.2736217003,-1,34
1633760934721,BTCUSDT,946974351,54993.86,0.00592,True,-325.5636512,364409.7099705003,-1,33
1633760934721,BTCUSDT,946974352,54993.01,0.01487,True,-817.7460587,363591.9639118003,-1,32
1633760934721,BTCUSDT,946974353,54991.94,0.01721,True,-946.4112874,362645.5526244003,-1,31
1633760934725,BTCUSDT,946974354,54993.87,0.20638,False,11349.6348906,373995.1875150003,1,32
1633760934767,BTCUSDT,946974355,54991.95,0.00599,False,329.4017805,374324.5892955003,1,33
1633760934810,BTCUSDT,946974356,54991.94,0.00116,True,-63.7906504,374260.7986451003,-1,32
1633760934816,BTCUSDT,946974357,54991.95,0.0043,False,236.465385,374497.2640301003,1,33
1633760934956,BTCUSDT,946974358,54991.95,0.00036,False,19.797102,374517.0611321003,1,34
1633760935070,BTCUSDT,946974359,54991.94,0.00116,True,-63.7906504,374453.2704817003,-1,33
1633760935197,BTCUSDT,946974360,54991.95,0.00165,False,90.7367175,374544.00719920034,1,34
1633760935320,BTCUSDT,946974361,54991.95,0.06973,False,3834.5886735,378378.59587270033,1,35
1633760935325,BTCUSDT,946974362,54991.94,0.20408,True,-11222.7551152,367155.8407575003,-1,34
1633760935458,BTCUSDT,946974363,54991.72,0.00091,False,50.0424652,367205.88322270033,1,35
1633760935684,BTCUSDT,946974364,54991.71,0.012,True,-659.90052,366545.9827027003,-1,34
1633760935684,BTCUSDT,946974365,54989.8,0.04382,True,-2409.653036,364136.32966670033,-1,33
1633760935761,BTCUSDT,946974366,54989.81,0.00034,False,18.6965354,364155.0262021003,1,34
1633760935858,BTCUSDT,946974367,54989.81,0.00788,False,433.3197028,364588.34590490034,1,35
1633760935969,BTCUSDT,946974368,54989.81,0.01166,False,641.1811845999999,365229.52708950033,1,36
1633760936007,BTCUSDT,946974369,54989.8,0.00052,True,-28.594696,365200.9323935004,-1,35
1633760936103,BTCUSDT,946974370,54989.8,0.005,True,-274.949,364925.9833935003,-1,34
1633760936263,BTCUSDT,946974371,54988.43,0.00091,False,50.0394713,364976.0228648004,1,35
1633760936304,BTCUSDT,946974372,54988.3,0.06875,False,3780.445625,368756.4684898004,1,36
1633760936359,BTCUSDT,946974373,54988.29,0.00177,True,-97.3292733,368659.13921650033,-1,35
1633760936399,BTCUSDT,946974374,54985.44,0.03492,True,-1920.0915648,366739.0476517003,-1,34
1633760936415,BTCUSDT,946974375,54985.43,0.0162,True,-890.763966,365848.2836857003,-1,33
1633760936422,BTCUSDT,946974376,54984.99,0.00182,True,-100.0726818,365748.21100390033,-1,32
1633760936431,BTCUSDT,946974377,54983.13,0.33,True,-18144.4329,347603.7781039003,-1,31
1633760936451,BTCUSDT,946974378,54981.87,0.054,True,-2969.02098,344634.75712390034,-1,30
1633760936460,BTCUSDT,946974379,54981.87,0.018,True,-989.67366,343645.0834639004,-1,29
1633760936486,BTCUSDT,946974380,54981.81,0.00028,False,15.394906799999998,343660.4783707004,1,30
1633760936552,BTCUSDT,946974381,54981.81,0.00059,False,32.4392679,343692.9176386004,1,31
1633760936579,BTCUSDT,946974382,54981.8,0.00158,True,-86.871244,343606.0463946004,-1,30
1633760936613,BTCUSDT,946974383,54981.8,0.00077,True,-42.335986,343563.7104086004,-1,29
1633760936673,BTCUSDT,946974384,54981.8,0.0003,True,-16.49454,343547.2158686004,-1,28
1633760936697,BTCUSDT,946974385,54981.81,0.90262,False,49627.6813422,393174.8972108005,1,29
1633760936722,BTCUSDT,946974386,54984.37,0.00066,False,36.2896842,393211.18689500046,1,30
1633760936722,BTCUSDT,946974387,54984.36,0.00036,True,-19.794369600000003,393191.3925254005,-1,29
1633760936772,BTCUSDT,946974388,54984.36,0.00108,True,-59.3831088,393132.00941660046,-1,28
1633760936801,BTCUSDT,946974389,54984.36,0.00827,True,-454.7206572,392677.2887594004,-1,27
1633760936870,BTCUSDT,946974390,54984.37,0.00683,False,375.5432471,393052.83200650045,1,28
1633760937032,BTCUSDT,946974391,54984.37,0.00181,False,99.5217097,393152.3537162005,1,29
1633760937102,BTCUSDT,946974392,54984.37,0.02899,False,1593.9968863,394746.3506025004,1,30
1633760937103,BTCUSDT,946974393,54985.44,0.0018,False,98.973792,394845.3243945004,1,31
1633760937103,BTCUSDT,946974394,54989.8,0.0124,False,681.87352,395527.1979145004,1,32
1633760937103,BTCUSDT,946974395,54989.81,0.03541,False,1947.1891721,397474.3870866004,1,33
1633760937103,BTCUSDT,946974396,54991.86,0.00235,False,129.230871,397603.6179576004,1,34
1633760937285,BTCUSDT,946974397,54995.22,0.00369,False,202.9323618,397806.5503194004,1,35
1633760937656,BTCUSDT,946974398,54995.22,0.16911,False,9300.2416542,407106.7919736004,1,36
1633760937656,BTCUSDT,946974399,54999.77,0.03128,False,1720.3928056,408827.1847792004,1,37
1633760937656,BTCUSDT,946974400,54995.21,0.712,True,-39156.58952,369670.5952592004,-1,36
1633760937663,BTCUSDT,946974401,54999.77,0.00789,False,433.9481852999999,370104.5434445004,1,37
1633760937694,BTCUSDT,946974402,54995.21,0.031,True,-1704.85151,368399.6919345004,-1,36
1633760937738,BTCUSDT,946974403,54988.81,0.009,True,-494.89929,367904.7926445005,-1,35
1633760937781,BTCUSDT,946974404,54990.51,0.011,False,604.89561,368509.6882545005,1,36
1633760937817,BTCUSDT,946974405,54990.51,0.00177,False,97.33320270000002,368607.02145720046,1,37
1633760938063,BTCUSDT,946974406,54990.51,0.00198,False,108.8812098,368715.9026670005,1,38
1633760938158,BTCUSDT,946974407,54990.51,0.01327,False,729.7240677000001,369445.62673470046,1,39
1633760938615,BTCUSDT,946974408,54990.5,0.06687,True,-3677.214735,365768.4119997005,-1,38
1633760938667,BTCUSDT,946974409,54989.22,0.05492,False,3020.0079624,368788.41996210045,1,39
1633760938711,BTCUSDT,946974410,54989.22,0.04595,False,2526.754659,371315.1746211005,1,40
1633760938753,BTCUSDT,946974411,54989.21,0.00946,True,-520.1979266,370794.9766945005,-1,39
